ankle_horiz_fwd,ankle_vert,ankle_horiz_lateral,leg_horiz_fwd,leg_vert,leg_horiz_lateral,trunk_horiz_fwd,trunk_vert,trunk_horiz_lateral,Label
-90,901,594,-281,1092,202,252,1209,-106,0
-101,1107,504,-200,1074,141,281,1095,-145,0
-80,1088,326,-54,1074,262,155,1028,-97,0
60,1068,415,-227,1027,282,155,1057,-106,0
-30,1039,475,-290,953,171,155,923,-38,0
-70,980,435,-372,916,131,194,828,-38,0
-50,1009,425,-509,833,70,213,771,-67,0
-141,931,336,-545,768,90,203,752,-58,0
-131,931,336,-627,750,30,213,761,-106,0
-232,911,326,-727,722,10,165,780,-213,0
-191,921,316,-809,712,0,165,780,-213,0
-191,980,297,-872,768,30,29,904,-58,0
-242,1029,316,-800,750,-10,-19,952,-38,0
-232,1009,306,-763,777,-141,48,1019,-135,0
-171,1078,277,-754,898,-242,87,980,-155,0
-202,1225,306,-927,1037,-262,9,990,-38,0
-272,1558,138,-1045,1074,-303,77,1295,-77,0
-262,1519,217,-754,1157,-292,58,1238,-29,0
-272,1568,306,-436,1259,-101,29,1076,-58,0
-373,1343,326,-27,1185,202,-48,1009,-77,0
-50,833,504,345,1129,292,-155,1057,19,0
202,401,801,754,1175,414,-242,1123,48,0
-606,186,-544,1118,1064,666,-213,1152,38,0
-787,-19,-534,690,750,757,-174,1057,67,0
-787,-19,-534,345,805,727,-58,1028,67,0
-636,205,-148,345,685,808,38,1000,97,0
111,823,128,400,777,444,38,990,145,0
1414,1754,1188,-554,898,-60,9,990,87,0
3323,1264,4118,-881,1212,-818,-29,971,-58,0
-111,1480,-1207,727,768,515,-9,952,-145,0
-323,274,128,272,1453,-808,29,885,-194,0
686,1911,-316,-1109,870,-303,106,695,-106,0
161,1137,386,-518,1018,-646,58,819,-135,0
-636,1029,514,-381,1000,-141,9,952,-48,0
141,1186,356,-618,851,262,165,1123,-135,0
141,1186,356,-345,925,404,252,1085,-126,0
-303,872,445,-372,842,404,233,971,-77,0
-10,892,495,-381,1018,282,310,1142,-271,0
-80,1000,514,-500,972,131,349,1152,-155,0
-171,1039,346,-372,1000,-30,388,1142,-77,0
20,1078,346,-472,888,0,446,990,-87,0
-80,1029,356,-600,842,30,291,942,-145,0
-121,1039,396,-681,814,-40,116,904,-116,0
-202,1058,346,-790,740,-101,-77,914,-106,0
-181,1019,287,-554,777,50,-223,1028,-194,0
-202,1000,287,-363,990,292,-495,1333,-252,0
-242,1058,366,-72,1222,353,-533,1409,0,0
80,1019,425,318,990,282,-300,771,0,0
303,715,465,481,935,191,-67,628,-67,0
353,617,445,300,1037,202,126,771,-9,1
262,715,495,-90,1074,121,252,923,38,1
60,901,455,-409,1018,-10,291,1142,-106,1
-70,1029,415,-636,981,-60,291,1190,-116,1
-70,1029,415,-681,935,-111,262,1085,-106,1
-262,1156,405,-672,824,-90,184,1000,-77,1
-212,1176,346,-709,851,-90,116,1028,-77,1
-80,1078,336,-627,888,60,-38,1076,-145,1
-141,1098,336,-409,898,222,-155,1152,-145,1
-101,1127,277,9,888,323,-194,1009,-48,1
-30,1009,346,418,842,454,-223,847,0,1
101,794,455,336,953,434,-223,828,-19,1
191,519,554,154,1009,353,-194,885,-116,1
252,578,603,36,1027,181,-145,857,29,1
161,696,544,-563,1194,-242,9,933,0,1
70,784,435,-954,1185,-414,97,895,58,1
-232,1166,574,-418,981,-282,543,1380,-398,1
-101,1450,178,-200,972,111,834,1380,-87,1
101,1245,178,-254,898,363,834,1095,58,1
-30,1058,376,-436,842,343,524,904,-48,1
-20,980,544,-581,805,191,97,952,-165,1
-181,950,504,-736,814,50,-281,1076,-194,1
-131,941,396,-718,796,-90,-514,1171,-174,1
-171,1029,376,-727,805,-111,-563,1095,-87,1
-141,1029,376,-609,870,50,-514,961,-87,1
-171,980,465,-72,935,202,-368,1047,-126,1
-212,1117,178,400,981,323,-281,895,58,1
60,931,297,272,1009,282,-155,742,19,1
191,754,366,145,1037,242,0,733,9,1
181,745,465,63,1000,80,67,923,0,1
80,794,485,63,1000,80,48,1038,-67,1
131,833,495,118,1037,60,-48,980,-19,1
-131,1264,435,-490,1212,-141,-38,942,-29,1
-131,1186,257,-472,1111,-262,126,961,-97,1
151,1088,277,-154,981,-111,320,1057,-106,1
0,960,405,-200,916,121,339,1095,-29,1
10,980,405,-336,870,272,349,1171,-116,1
-151,931,504,-490,888,262,310,1228,-155,1
-131,1068,405,-572,916,191,291,1104,-155,1
-151,1039,396,-600,879,101,339,1076,-203,1
-101,1029,336,-572,833,-10,349,914,-77,1
-60,1000,366,-627,787,-10,223,828,-135,1
-121,990,346,-700,759,10,87,809,-155,1
-151,1049,326,-663,833,70,-77,914,-77,1
-202,1009,415,-354,870,262,-184,1057,-145,1
-70,911,445,18,962,323,-184,1057,-145,1
111,862,504,281,1166,363,-407,1419,-126,1
151,901,554,336,1296,202,-524,1514,-9,1
333,794,504,400,1074,90,-262,714,97,1
353,784,336,100,1055,-121,67,657,-77,1
131,1088,267,-354,1166,-191,310,800,-38,1
-40,1127,306,-472,925,-10,349,1066,-67,1
-60,1049,346,-509,851,131,407,1180,-233,1
-121,970,405,-509,805,161,262,1076,0,1
-131,990,415,-518,824,171,135,1028,-48,1
-101,990,366,-518,833,90,-38,1057,-126,1
-80,980,396,-400,944,60,-155,1038,-106,1
80,990,356,-227,972,101,-300,1123,-97,1
141,921,346,-127,981,161,-330,1047,-38,1
181,872,386,109,1055,121,-223,828,-126,1
141,823,425,27,972,60,-126,780,-29,1
-101,1058,346,-218,1018,-90,9,723,0,1
-101,1127,257,-609,898,-111,475,1200,-126,1
-10,990,396,-409,842,20,543,1123,-9,1
-171,980,455,-445,888,181,456,1085,-19,1
-80,931,415,-436,870,151,349,1066,-135,1
-30,970,386,-454,861,60,300,876,-116,1
0,980,316,-554,833,-90,203,761,-116,1
-161,1127,257,-863,777,-212,-87,990,-165,1
-323,1264,306,-672,925,50,-427,1466,-349,1
-30,1441,465,-363,1361,121,-514,1476,388,1
252,892,435,181,1425,-50,-330,800,116,1
292,745,425,400,1037,10,-29,971,-174,1
333,735,504,418,1120,343,155,1114,-87,1
272,852,495,163,1064,383,155,961,116,1
141,950,376,-190,1064,292,48,1180,29,1
60,990,396,-263,1000,111,-106,1238,-9,1
80,960,396,-272,935,-20,-174,1066,38,1
10,901,405,-263,861,-141,-67,1019,-29,1
-10,960,415,-400,824,-151,-9,980,-77,1
-131,1009,435,-400,824,-151,0,961,-38,1
-131,1009,435,-518,842,-101,-67,961,-48,1
-212,1029,475,-636,898,-60,-106,961,-29,1
-262,960,504,-563,861,-90,-135,990,-38,1
-222,941,534,-409,861,-10,-135,990,-38,1
-222,803,524,-163,916,111,-135,990,-29,1
-80,735,603,-163,916,111,-87,980,-19,1
212,754,485,100,907,191,-77,1009,-19,1
212,754,485,109,944,191,-38,990,-9,1
454,823,217,200,1009,151,-38,990,-9,1
595,911,19,127,972,80,29,933,-29,1
686,1009,-128,45,981,-40,29,914,-77,1
555,1009,-9,-109,990,-111,9,876,-87,1
272,970,316,-109,990,-111,29,819,-58,1
-151,892,693,-90,1009,-101,38,847,29,1
-373,862,752,-154,953,70,38,847,29,1
-373,862,752,-400,879,303,58,961,-87,1
-242,990,554,-590,824,393,135,1104,-126,1
-171,1088,366,-727,842,343,165,1219,-174,1
-40,1176,316,-790,907,151,184,1257,-174,1
-10,1205,247,-663,981,-60,19,1123,-194,1
-40,1333,297,-663,981,-60,-194,1180,-233,1
-60,1225,267,-627,1157,-242,-271,1152,-174,1
40,1147,326,-527,1120,-242,-213,1085,-165,1
101,931,376,-390,1027,-131,-135,1009,-97,1
232,774,495,-136,1018,20,-77,1047,-77,1
232,774,495,181,981,191,0,933,-48,1
252,647,534,345,935,393,-9,838,-9,1
191,666,514,227,907,424,-9,838,-9,1
202,705,524,81,925,292,-9,866,19,1
111,784,475,18,925,121,0,828,-38,1
111,784,475,-190,962,-30,38,885,-87,1
40,970,405,-372,953,-50,106,952,-155,1
30,1058,336,-372,953,-50,184,971,-174,1
-20,1078,326,-490,925,-10,262,1028,-233,1
-20,1078,326,-509,925,30,339,1104,-203,1
-70,1068,366,-536,879,101,475,1028,-145,1
-131,1029,465,-690,870,40,466,933,-106,1
-272,1088,504,-872,861,-70,281,933,-242,1
-292,1196,396,-1000,851,-171,67,1047,-223,1
-292,1196,396,-1054,842,-242,-184,1152,-184,1
-252,1254,247,-945,935,-70,-310,1142,-77,1
-161,1254,316,-9,1129,202,-485,1047,9,1
-292,1323,207,772,1157,313,-485,1047,9,1
-181,941,495,1036,1027,474,-466,1076,9,1
373,627,574,672,1009,464,-368,1104,-145,1
373,627,574,454,1175,323,-262,1095,-126,1
686,431,564,136,1296,161,-203,1000,-29,1
737,470,346,136,1296,161,48,923,9,1
595,774,336,-45,1166,-20,203,809,9,1
232,901,495,-336,1027,-50,271,866,-87,1
30,1049,564,-481,851,-70,320,1057,9,1
-111,1107,396,-554,833,40,368,1247,-165,1
20,1098,316,-645,796,141,378,1228,-233,1
-101,990,376,-727,722,252,388,1085,-194,1
-161,980,455,-863,712,181,359,800,-106,1
-292,960,544,-927,657,-111,281,619,-48,1
-333,1000,574,-1118,666,-373,106,714,-203,1
-323,960,396,-1045,648,-414,-116,828,-165,1
-232,1009,306,-900,768,-383,-359,1000,-145,1
-191,1088,257,-118,1101,111,-621,971,77,1
-202,1117,277,445,1305,313,-766,1200,145,1
-353,1127,207,890,1231,363,-572,1428,-135,1
-70,1029,534,890,1231,363,-572,1428,-135,1
565,666,633,590,1148,343,-252,1257,-184,1
797,676,267,327,1157,262,155,819,-38,1
959,872,-59,-54,1194,20,359,695,135,1
666,970,158,-227,1175,-151,339,1104,-9,1
111,1068,455,-345,1037,-232,388,1266,-194,1
-212,1088,643,-427,925,-171,349,1238,-184,1
-373,980,683,-645,787,-10,252,1095,-126,1
-262,1078,544,-918,777,202,19,866,-67,1
-212,1156,405,-690,787,373,-310,847,-87,1
-272,1058,267,-218,777,434,-543,1057,-155,1
80,764,475,72,851,303,-728,1161,-19,1
151,607,584,81,972,181,-669,971,38,1
282,715,495,-18,1037,-10,-475,933,0,1
383,843,316,-163,1027,-191,-165,971,0,1
363,980,178,-254,981,-262,223,990,-9,1
212,1019,257,-372,1009,-151,543,1190,-165,1
20,1058,445,-581,935,-40,582,1123,-233,1
-80,1107,445,-845,916,-30,349,857,0,1
-161,1196,376,-836,888,30,0,961,-155,1
-111,1225,297,-336,925,90,0,961,-155,1
-111,1078,336,109,898,191,-213,980,-106,1
121,794,495,245,944,222,-242,1047,-77,1
222,696,554,145,1027,191,-223,1028,-38,1
282,705,485,-36,1018,121,-262,1057,-77,1
222,803,455,-300,1027,10,-145,1047,-116,1
111,970,405,-409,1092,-121,19,1104,-165,1
20,1078,366,-409,1037,-191,233,1028,-67,1
-10,1098,346,-400,1000,-101,368,952,-106,1
10,1098,336,-400,1000,-101,281,952,-97,1
10,1068,356,-454,916,40,126,971,-58,1
-20,960,415,-409,870,101,-19,1047,-97,1
-40,941,435,-354,842,141,-67,1057,-116,1
-10,931,425,-327,916,50,-106,1009,-116,1
10,862,455,-218,935,0,-77,923,-97,1
10,862,455,-181,879,80,-38,923,-77,1
10,862,455,-218,888,151,-29,952,-58,1
30,882,425,-309,870,191,-58,1019,-58,1
60,901,366,-318,879,181,-38,1028,-97,1
131,941,326,-318,907,151,-19,1000,-87,1
40,950,366,-309,935,121,9,980,-67,1
0,931,415,-309,935,90,48,952,-87,1
-40,960,415,-300,935,131,48,1000,-77,1
0,1009,366,-354,962,80,48,1038,-135,1
0,1029,336,-372,962,30,58,1028,-116,1
20,1049,326,-363,972,20,19,1038,-106,1
20,1068,326,-363,981,0,9,1038,-145,1
-50,1068,336,-390,962,-20,0,1009,-116,1
-20,1039,356,-372,944,-30,-9,1019,-126,1
-20,1039,356,-281,962,-20,29,1019,-165,1
30,960,396,-200,935,50,38,990,-106,1
40,911,396,-172,925,181,9,961,-106,1
40,911,396,-172,925,181,19,971,-135,1
40,882,435,-218,925,212,29,1038,-155,1
-10,901,445,-218,925,222,29,1038,-135,1
-20,911,455,-290,944,232,9,1047,-135,1
-101,1019,425,-536,1000,70,19,1038,-116,1
-181,1156,316,-609,1009,-20,58,1057,-145,1
-30,1107,277,-436,944,-30,106,1028,-174,1
-30,990,366,-236,944,20,106,1028,-174,1
30,950,356,-272,944,60,58,1000,-116,1
30,950,356,-318,953,50,29,980,-87,1
-40,960,366,-318,898,30,29,990,-77,1
-30,980,356,-418,925,-10,87,971,-106,1
-50,970,356,-418,870,40,135,1000,-145,1
-90,1009,346,-354,888,111,126,1000,-135,1
-121,980,336,-300,879,161,106,1000,-97,1
-70,950,415,-336,888,161,38,990,-97,1
-30,921,386,-363,925,121,19,1009,-145,1
-10,970,326,-318,953,101,-38,1009,-126,1
-10,970,326,-327,935,111,-19,1000,-135,1
-30,970,326,-363,953,80,-9,1009,-116,1
0,990,336,-354,962,80,29,1028,-116,1
-40,990,356,-363,935,10,77,990,-77,1
-80,1029,356,-245,935,-30,155,961,-135,1
-70,950,356,-236,953,30,339,961,-165,1
-20,980,346,-281,972,40,300,923,-77,1
-10,990,346,-290,972,111,281,971,-135,1
-70,1009,346,-263,990,191,87,1047,-165,1
0,990,386,-318,1000,141,-48,1104,-184,1
-40,1009,376,-309,1000,80,-184,1142,-174,1
-30,1049,326,-300,990,50,-203,1123,-155,1
-10,1039,306,-281,962,10,-155,1019,-126,1
10,1019,306,-290,925,10,-77,942,-106,1
-20,1000,326,-390,870,20,38,895,-97,1
-60,990,316,-490,833,60,87,895,-87,1
-151,970,306,-490,833,60,106,904,-97,1
-151,970,297,-509,805,50,87,1000,-97,1
-161,980,287,-527,842,30,67,990,-97,1
-121,990,277,-472,879,50,77,971,-116,1
-121,980,306,-454,870,50,38,971,-116,1
-121,980,306,-409,916,20,38,1038,-116,1
-121,1009,277,-363,935,50,19,1085,-135,1
-60,990,287,-318,972,30,9,1076,-145,1
-90,1009,297,-227,972,40,29,1047,-194,1
-80,1009,326,-218,981,0,38,1000,-135,1
20,1019,316,-236,990,-60,38,961,-145,1
-10,1009,306,-245,953,-40,38,1000,-155,1
-20,1009,267,-327,935,0,29,1038,-106,1
-20,1009,267,-345,944,10,19,1047,-77,1
0,1009,257,-345,925,40,-9,1028,-87,1
-40,1009,267,-372,925,30,-67,1066,-116,1
-80,1019,277,-381,944,-10,-116,1066,-48,1
-90,1019,277,-409,898,0,-135,1057,-145,1
-90,1029,267,-463,879,-60,-97,1028,-48,1
-80,1058,257,-518,851,-111,-67,1009,-29,1
-90,1029,237,-609,787,-181,-29,961,19,1
-141,1009,227,-681,777,-222,-19,971,58,1
-171,1009,188,-518,805,-404,-9,1009,19,1
-151,980,237,-336,870,-484,9,1123,48,1
20,931,415,-218,925,-313,9,1114,38,1
282,852,871,-200,916,-101,67,1076,77,1
-40,901,891,-172,888,171,145,1000,87,1
20,813,1079,227,925,393,126,1009,29,1
-161,666,603,572,898,979,48,980,48,1
-464,588,-584,600,1074,595,-9,1057,-38,1
-949,647,-1574,-481,962,-464,-67,1038,-67,1
919,950,1277,-481,962,-464,-203,1133,-184,1
242,2529,-960,-1618,1351,-353,-87,1028,-262,1
-333,1401,69,-563,1370,-1111,174,752,-135,1
292,1235,59,-409,620,-464,184,666,-19,1
-101,882,366,-427,851,121,87,676,-29,1
-727,696,396,-600,527,454,38,933,-87,1
-282,833,574,-700,629,373,97,1190,-165,1
-383,990,247,-636,851,101,252,1161,-233,1
-383,990,247,-909,861,-171,378,895,-165,1
-131,1127,89,-581,925,-222,368,961,-87,1
-60,1107,128,-327,916,20,194,1180,-116,1
-151,980,356,-281,953,191,126,1152,-126,1
-141,950,366,-281,916,222,87,1057,-155,1
-151,1019,326,-290,962,141,0,990,-155,1
-101,1068,297,-409,962,90,-38,1190,-242,1
-121,1078,247,-390,981,90,-174,1209,-252,1
-191,1009,257,-400,935,191,-330,1209,-155,1
-191,1068,336,-436,962,222,-310,1000,-19,1
-151,990,346,-236,981,151,-213,980,-38,1
-70,990,287,-190,962,-20,-87,838,9,1
-30,1000,188,-254,925,-171,67,790,-67,1
-40,1009,108,-354,870,-292,67,790,-67,1
-80,980,99,-500,833,-272,233,780,-87,1
-181,950,148,-645,750,-151,213,885,-87,1
-313,931,198,-690,731,-20,213,885,-87,1
-282,970,237,-663,787,0,9,1028,-97,1
-191,990,207,-481,851,-10,-58,1123,-155,1
-121,1019,198,-372,944,-10,-58,1123,-155,1
-70,1029,217,-236,1018,-20,-97,1142,-87,1
-40,1039,257,-154,1018,80,-126,1171,-126,1
-70,1039,247,-163,1046,90,-155,1190,-145,1
-70,1088,227,-181,1092,60,-67,1104,-145,1
-50,1049,267,-172,1018,40,-67,1104,-145,1
-80,1039,237,-254,972,20,29,990,-77,1
-131,1019,188,-336,888,-60,87,961,-58,1
-121,1019,158,-436,861,-151,145,904,-106,1
-151,1000,148,-536,824,-171,155,923,-126,1
-181,970,138,-645,796,-171,97,1000,-77,1
-272,960,158,-454,824,-90,19,1000,-67,1
-141,990,178,-481,861,-70,-58,952,-19,1
-141,990,178,-454,870,-40,-135,961,-29,1
-212,1000,178,-454,870,-111,-165,1000,-58,1
-141,1009,158,-472,870,-121,-87,1038,-38,1
-161,1019,128,-481,879,-171,-48,1047,-38,1
-151,1029,108,-400,916,-141,19,1009,-38,1
-181,1009,108,-427,861,-90,67,990,-58,1
-121,1000,178,-481,851,-90,106,1019,-29,1
-151,1009,158,-481,851,-121,77,1076,-58,1
-151,1009,158,-427,861,-101,0,1066,-38,1
-151,1009,118,-463,879,-50,-58,1104,-67,1
-202,1000,99,-436,888,-50,-106,1142,-67,1
-212,1000,99,-500,898,-60,-87,1085,-48,1
-212,1019,99,-381,907,-101,-77,1019,-48,1
-212,1019,99,-381,916,-70,0,971,-58,1
-212,1049,108,-372,879,-141,19,914,-29,1
-171,1009,158,-400,870,-151,48,876,19,1
-131,1039,148,-454,851,-181,58,857,38,1
-111,990,128,-472,842,-222,135,847,-9,1
-111,990,128,-445,851,-161,252,961,-77,1
-131,1000,108,-463,879,-141,320,1000,-67,1
-141,990,89,-381,925,-50,330,980,-77,1
-171,1019,69,-354,953,30,194,1047,-77,1
-171,1019,69,-345,990,40,-38,1209,-135,1
-171,1000,89,-309,1000,-10,-203,1266,-106,1
-90,1029,128,-300,981,-121,-194,1171,-58,1
-171,1019,158,-327,935,-171,-126,1085,-97,1
-181,1049,207,-445,861,-131,-48,1038,-116,1
-171,1058,237,-454,842,-141,9,990,-106,1
-171,1058,237,-463,805,-191,9,971,-126,1
-141,1068,207,-472,833,-141,0,971,-116,1
-60,1049,188,-827,712,20,-19,980,-116,1
-70,1039,148,-927,657,252,-48,952,-87,1
-60,1049,99,-436,861,10,-77,914,-67,1
-161,1000,39,-390,907,-20,-77,933,-116,1
-80,990,49,-454,907,-151,-19,876,-135,1
-141,960,-39,-318,972,-191,29,800,-126,1
-404,941,128,-236,972,-212,87,847,-38,1
-686,950,326,-318,935,-151,242,1085,-135,1
-222,980,178,-427,916,-70,378,1114,-155,1
-333,960,227,-390,907,0,388,1095,-126,1
-141,1029,118,-436,944,70,252,1066,-174,1
-131,1049,69,-472,916,141,0,1171,-252,1
10,1078,138,-418,953,121,-135,1133,-203,1
40,1049,118,-372,944,60,-165,1114,-184,1
-161,1049,178,-354,944,0,-155,1019,-135,1
-141,1039,178,-354,916,-70,-58,971,-174,1
-202,1039,198,-445,870,-121,48,980,-145,1
-222,1029,217,-545,814,-151,174,1000,-135,1
-212,1029,198,-618,796,-111,203,942,-126,1
-232,1029,158,-672,759,-50,145,961,-174,1
-141,1049,148,-709,759,-20,19,1057,-155,1
-161,1000,148,-518,833,60,-97,1076,-145,1
-161,1009,118,-436,842,70,-174,1028,-116,1
-212,1019,128,-300,898,30,-223,1000,-126,1
-333,960,128,-354,972,-90,-184,1000,-135,1
-373,980,138,-327,953,-181,-97,990,-155,1
-252,941,247,-336,898,-161,-38,914,-67,1
-222,960,217,-481,833,-161,67,895,-87,1
-222,980,99,-663,777,-141,155,904,-77,1
-171,1019,49,-618,768,-111,213,923,-106,1
-131,1019,79,-618,768,-70,213,809,-58,1
-282,1019,59,-536,805,-80,252,914,-67,1
-282,970,59,-518,879,-90,252,914,-67,1
-353,970,89,-409,953,-60,271,1076,-58,1
-323,970,99,-409,953,-60,184,1095,-58,1
-242,1019,99,-290,1009,-30,58,1209,-155,1
-171,1058,158,-236,1046,0,-116,1285,-165,1
-131,1098,168,-390,981,-90,-116,1285,-165,1
-70,1078,178,-390,981,-90,-145,1285,-155,1
-80,1127,198,-500,907,-161,-184,1152,-106,1
-111,1107,188,-590,824,-222,-145,1038,-58,1
-141,1078,178,-600,879,-525,-19,885,-38,1
80,1078,277,-754,842,-575,58,838,-19,1
0,1117,148,-790,611,-494,213,838,0,1
30,921,603,-527,555,-121,252,828,87,1
474,803,1227,-409,564,343,155,885,97,1
525,901,1217,236,814,484,48,914,58,1
404,862,693,1209,712,1292,-77,857,106,1
-232,137,653,481,768,1090,-126,800,9,1
-1373,284,-1485,-2018,1027,-1868,-165,895,-155,1
-2292,235,-910,-1000,2481,-606,-310,1142,-291,1
-242,2401,1603,72,935,-1212,271,1485,-485,1
484,843,-326,-81,972,-20,466,1314,-213,1
333,1098,-366,-372,814,757,271,1095,-29,1
303,1215,356,-454,824,747,0,1276,-77,1
-575,823,673,-609,768,444,-116,1180,-165,1
-505,872,326,-927,787,50,-77,942,-194,1
-262,1068,168,-645,777,-282,0,866,-174,1
-262,1068,168,-700,722,-303,87,809,-126,1
-232,980,79,-900,629,-212,106,800,-106,1
-363,950,148,-881,648,-70,97,847,-145,1
-393,901,207,-745,666,80,106,838,-203,1
-434,892,247,-627,722,131,106,790,-203,1
-313,941,247,-463,879,121,87,800,-194,1
-222,950,267,-190,990,40,97,847,-203,1
-70,1009,257,-72,1074,30,48,895,-135,1
0,1068,227,-90,1129,-20,0,1028,-87,1
-30,1117,247,-63,1129,30,58,1209,-116,1
-50,1088,257,-118,1083,50,126,1323,-145,1
-70,1078,237,-272,1037,141,135,1304,-145,1
-111,1078,277,-372,962,161,135,1276,-223,1
-181,1049,267,-390,925,131,97,1161,-135,1
-181,1049,227,-463,851,121,58,1095,-213,1
-181,1049,227,-490,879,121,-38,1038,-213,1
-212,1029,237,-490,851,80,-135,990,-155,1
-252,970,207,-490,824,0,-194,980,-87,1
-262,980,237,-581,842,-90,-155,904,-87,1
-232,980,188,-581,777,-151,-77,819,-19,1
-252,990,138,-618,777,-171,29,809,-48,1
-202,980,148,-672,740,-212,106,857,-48,1
-202,990,99,-736,750,-202,165,914,-48,1
-272,970,108,-745,759,-161,184,1019,-38,1
-272,1000,108,-772,740,-161,67,1104,-29,1
-353,1029,198,-718,759,-161,-29,1076,-19,1
-353,990,188,-554,824,-272,-77,1076,9,1
-60,970,346,-390,953,-353,-97,1123,-38,1
-60,970,346,-381,990,-272,-194,1114,67,1
50,950,801,-245,962,-181,-97,1038,-58,1
151,833,1217,-118,944,202,29,1066,58,1
131,990,772,-81,898,323,58,1019,9,1
212,1068,306,-36,925,181,19,1038,48,1
111,549,485,581,629,666,19,1038,48,1
-282,1127,-1534,145,685,646,-38,942,58,1
-1363,803,-2019,-418,1000,-808,-106,828,-9,1
-242,666,930,-1145,768,-585,-106,685,0,1
-737,1647,386,-927,1444,-282,-48,647,-48,1
-313,1431,217,-1445,796,-313,-106,876,-155,1
111,1460,-287,-1445,796,-313,184,1352,-281,1
-383,970,178,-609,750,-171,456,1314,-349,1
-60,990,376,-218,731,262,291,885,19,1
-313,774,613,-181,1000,484,9,1190,-126,1
-252,960,366,-390,842,353,-194,1304,-155,1
-80,1009,237,-272,1027,0,-203,1161,-135,1
-50,1107,138,-254,1111,-191,-155,1057,-126,1
10,1107,168,-254,1027,-90,-48,990,-145,1
-111,1049,227,-354,972,30,29,1000,-97,1
-212,1039,247,-454,907,70,97,990,-87,1
-282,970,227,-545,814,70,155,971,-97,1
-303,960,257,-572,805,50,203,1000,-155,1
-292,1000,158,-563,833,30,194,980,-174,1
-242,1009,198,-609,833,0,106,971,-174,1
-252,990,168,-590,842,-60,-9,990,-174,1
-252,960,227,-554,824,-20,-58,980,-126,1
-262,970,227,-427,898,20,-97,952,-135,1
-161,941,247,-345,879,10,-106,971,-106,1
-111,960,227,-336,861,10,-87,942,-77,1
-262,1000,178,-490,888,-30,-48,933,-116,1
-242,1039,148,-627,842,-60,-9,971,-165,1
-292,1019,158,-636,824,-40,67,1028,-155,1
-292,1029,188,-681,814,-60,87,1019,-116,1
-292,1019,158,-654,824,-90,29,1028,-58,1
-222,990,158,-654,796,-121,-29,1019,-58,1
-242,1009,118,-672,787,-161,-29,980,-87,1
-313,1019,128,-627,796,-131,-97,1057,-67,1
-313,1019,128,-563,833,-111,-97,1095,-58,1
-353,950,227,-409,851,-20,-77,1047,-9,1
80,960,336,-209,907,-80,-19,1047,-29,1
10,980,386,-9,981,-151,38,1038,-58,1
121,970,504,-36,962,-60,58,1038,-48,1
202,980,584,-209,981,20,97,1038,-9,1
303,1009,544,-281,990,20,155,1028,-9,1
101,960,465,-418,888,191,165,1028,19,1
111,882,346,-572,842,282,165,1009,-9,1
-1727,1637,-1198,-554,768,111,126,942,-38,1
-1282,1303,-1762,-154,675,707,29,923,9,1
-818,647,534,-200,842,393,-126,952,-67,1
-515,1147,1019,-118,1046,-848,-97,761,-87,1
-383,990,-9,-818,629,50,-174,666,-48,1
-70,1225,99,-745,870,50,-242,838,-97,1
-70,1225,99,-1072,925,-141,-38,1085,-184,1
-222,1137,198,-645,833,-151,262,1285,-349,1
-181,980,396,-172,851,181,407,1133,-223,1
-202,960,386,-472,944,363,398,1133,-116,1
-292,1019,415,-527,916,333,116,1209,-203,1
-292,1029,386,-427,972,282,-106,1257,-184,1
-171,1000,356,-318,972,222,-165,1285,-223,1
-191,980,326,-318,972,222,-165,1047,-106,1
-70,1009,356,-218,1027,181,-135,1028,-145,1
-111,1009,316,-181,1037,90,-77,1009,-145,1
-151,1000,267,-263,1000,20,58,961,-135,1
-151,1000,267,-409,925,-30,145,952,-116,1
-171,1058,178,-527,861,-90,252,885,-106,1
-171,1000,188,-590,805,-101,252,828,-106,1
-212,931,168,-563,731,-80,203,876,-135,1
-212,921,207,-563,750,-60,87,904,-203,1
-212,921,207,-536,777,-10,-58,923,-116,1
-272,941,227,-454,851,80,-155,971,-116,1
-292,941,217,-390,898,111,-203,914,-67,1
-252,970,267,-372,916,80,-203,914,-67,1
-181,970,297,-463,907,30,-116,819,0,1
-232,1029,217,-527,898,-40,262,1238,-349,1
-272,1039,188,-527,888,10,262,1238,-349,1
-222,1009,287,-527,879,80,466,1209,-126,1
-303,1000,306,-581,861,161,601,1047,-126,1
-262,1029,306,-581,861,161,339,1019,-242,1
-262,1009,277,-536,861,141,19,1047,-262,1
-282,1009,257,-500,898,90,-203,1123,-233,1
-252,990,237,-300,907,101,-300,1095,-135,1
-121,970,297,-209,944,50,-359,1028,-87,1
-60,931,217,-245,898,20,-359,1057,-106,1
-80,1019,207,-409,953,-50,-281,1038,-155,1
-303,1068,79,-500,944,-40,-223,1019,-184,1
-303,980,198,-500,796,70,-155,933,-135,1
-292,931,287,-536,796,111,-58,819,-67,1
-373,921,257,-609,787,60,-67,780,-19,1
-313,970,198,-609,805,-111,-9,790,58,1
-242,1000,148,-545,851,-181,126,990,-106,1
-181,1009,158,-509,833,-111,242,1066,-116,1
-272,990,237,-536,842,141,349,1085,-174,1
-262,1019,247,-545,861,171,29,1066,-165,1
-303,1000,297,-545,861,171,-165,1123,-135,1
-353,1009,326,-600,842,90,-213,1085,-87,1
-313,990,227,-345,925,121,-233,1095,-9,1
